id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
ADMDC_c0	=	Cytosol_0	SO_1871	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]_c0		-3.09		(1)  cpd00017[c0] + (1)  cpd00067[c0] <=> (1)  cpd00011[c0] + (1)  cpd00837[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  H+_c0[c0] <=> (1)  CO2_c0[c0] + (1)  S-Adenosylmethioninamine_c0[c0]	ADMDC	R00178	Cysteine and methionine metabolism|Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGSPECAT-PWY|BSUBPOLYAMSYN-PWY|Biosynthesis|POLYAMINSYN3-PWY|POLYAMSYN-PWY|Polyamine-Biosynthesis|Spermidine-Biosynthesis
ADNCYC_c0	>	Cytosol_0	(SO_4312 or SO_1329 or SO_3778)	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0		-8.48		(1)  cpd00002[c0] => (1)  cpd00012[c0] + (1)  cpd00446[c0]	(1)  ATP_c0[c0] => (1)  PPi_c0[c0] + (1)  cAMP_c0[c0]	ADNCYC	R00089	Purine metabolism	
ADNK1_c0	>	Cytosol_0	SO_2018	ATP:adenosine 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00182[c0] => (1)  cpd00008[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  Adenosine_c0[c0] => (1)  ADP_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0]	ADNK1	R00185	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage
ADNT2_c0	>	Cytosol_0	(SO_1214 or SO_4296 or SO_3706 or SO_0093)	TRANS-RXN-203.ce_c0		0		(1)  cpd00067[e0] + (1)  cpd00182[e0] => (1)  cpd00067[c0] + (1)  cpd00182[c0]	(1)  H+_e0[e0] + (1)  Adenosine_e0[e0] => (1)  H+_c0[c0] + (1)  Adenosine_c0[c0]	ADNt2			
ADPT_c0	<	Cytosol_0	SO_2012	AMP:diphosphate phospho-D-ribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00018[c0] <= (1)  cpd00103[c0] + (1)  cpd00128[c0]	(1)  PPi_c0[c0] + (1)  AMP_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Adenine_c0[c0]	ADPT	R00190	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|P121-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
ADSK_c0	>	Cytosol_0	SO_3723	ATP:adenylylsulfate 3'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00193[c0] => (1)  cpd00008[c0] + (1)  cpd00044[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  APS_c0[c0] => (1)  ADP_c0[c0] + (1)  3-phosphoadenylylsulfate_c0[c0] + (1)  H+_c0[c0]	ADSK	R00509	Purine metabolism|Sulfur metabolism	Activation|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|SO4ASSIM-PWY|SULFATE-CYS-PWY|Sulfate-Reduction|Sulfur-Assimilation
ADSL1R_c0	=	Cytosol_0	SO_2635	CustomReaction_c0				(1)  dcamp_c0[c0] <=> (1)  cpd00018[c0] + (1)  cpd00106[c0]	(1)  dcamp_c0[c0] <=> (1)  AMP_c0[c0] + (1)  Fumarate_c0[c0]				
ADSL2R_c0	=	Cytosol_0	SO_2635	CustomReaction_c0				(1)  25aics_c0[c0] <=> (1)  cpd00106[c0] + (1)  cpd02851[c0]	(1)  25aics_c0[c0] <=> (1)  Fumarate_c0[c0] + (1)  AICAR_c0[c0]				
ADSS_c0	>	Cytosol_0	(SO_1258 or SO_3937)	CustomReaction_c0				(1)  cpd00038[c0] + (1)  cpd00041[c0] + (1)  cpd00114[c0] => (1)  cpd00009[c0] + (1)  cpd00031[c0] + (2)  cpd00067[c0] + (1)  dcamp_c0[c0]	(1)  GTP_c0[c0] + (1)  L-Aspartate_c0[c0] + (1)  IMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  GDP_c0[c0] + (2)  H+_c0[c0] + (1)  dcamp_c0[c0]				
AGDC_c0	>	Cytosol_0	SO_3505	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00293[c0] => (1)  cpd00029[c0] + (1)  gam6p_c0[c0]	(1)  H2O_c0[c0] + (1)  N-Acetyl-D-glucosamine 6-phosphate_c0[c0] => (1)  Acetate_c0[c0] + (1)  gam6p_c0[c0]				
AGPR_c0	=	Cytosol_0	SO_0275	CustomReaction_c0				(1)  acg5sa_c0[c0] + (1)  cpd00006[c0] + (1)  cpd00009[c0] <=> (1)  acg5p_c0[c0] + (1)  cpd00005[c0] + (1)  cpd00067[c0]	(1)  acg5sa_c0[c0] + (1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] <=> (1)  acg5p_c0[c0] + (1)  NADPH_c0[c0] + (1)  H+_c0[c0]				
AHAI_c0	>	Cytosol_0	SO_4349	CustomReaction_c0				(1)  alacs_c0[c0] + (1)  cpd00005[c0] + (1)  cpd00067[c0] => (1)  23dhmb_c0[c0] + (1)  cpd00006[c0]	(1)  alacs_c0[c0] + (1)  NADPH_c0[c0] + (1)  H+_c0[c0] => (1)  23dhmb_c0[c0] + (1)  NADP_c0[c0]				
AHCYSNS_c0	>	Cytosol_0	(SO_1322 or SO_3705)	CustomReaction_c0				(1)  ahcys_c0[c0] + (1)  cpd00001[c0] => (1)  cpd00128[c0] + (1)  rhcys_c0[c0]	(1)  ahcys_c0[c0] + (1)  H2O_c0[c0] => (1)  Adenine_c0[c0] + (1)  rhcys_c0[c0]				
AHSERL_c0	>	Cytosol_0	SO_1095	CustomReaction_c0				(1)  ch4s_c0[c0] + (1)  cpd00790[c0] => (1)  cpd00029[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  ch4s_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] => (1)  Acetate_c0[c0] + (1)  L-Methionine_c0[c0] + (1)  H+_c0[c0]				
AHSERL2_c0	>	Cytosol_0	SO_1095	CustomReaction_c0				(1)  cpd00239[c0] + (1)  cpd00790[c0] => (1)  cpd00029[c0] + (1)  hcysl_c0[c0]	(1)  H2S_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] => (1)  Acetate_c0[c0] + (1)  hcysl_c0[c0]				
AICART_c0	=	Cytosol_0	SO_0442	CustomReaction_c0				(1)  cpd00201[c0] + (1)  cpd02851[c0] <=> (1)  fprica_c0[c0] + (1)  thf_c0[c0]	(1)  10-Formyltetrahydrofolate_c0[c0] + (1)  AICAR_c0[c0] <=> (1)  fprica_c0[c0] + (1)  thf_c0[c0]				
AIRC2_c0	>	Cytosol_0	SO_3555	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd02140[c0] + (1)  hco3_c0[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11310[c0]	(1)  ATP_c0[c0] + (1)  AIR_c0[c0] + (1)  hco3_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  5-phosphoribosyl-5-carboxyaminoimidazole_c0[c0]				
AIRC3_c0	=	Cytosol_0	SO_3554	CustomReaction_c0				(1)  5aizc_c0[c0] <=> (1)  cpd11310[c0]	(1)  5aizc_c0[c0] <=> (1)  5-phosphoribosyl-5-carboxyaminoimidazole_c0[c0]				
AKGD_c0	>	Cytosol_0	(SO_0426 and SO_1930 and SO_1931)	2-Oxoglutarate dehydrogenase complex_c0		-8.14		(1)  cpd00003[c0] + (1)  cpd00010[c0] + (1)  cpd00024[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00078[c0]	(1)  NAD_c0[c0] + (1)  CoA_c0[c0] + (1)  2-Oxoglutarate_c0[c0] => (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  Succinyl-CoA_c0[c0]	AKGD	R08549		Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
AKGT6_c0	=	Cytosol_0	Unknown	Transport of a-ketoglutarate, extracellular_c0		0		(1)  cpd00024[e0] + (1)  cpd00067[e0] <=> (1)  cpd00024[c0] + (1)  cpd00067[c0]	(1)  2-Oxoglutarate_e0[e0] + (1)  H+_e0[e0] <=> (1)  2-Oxoglutarate_c0[c0] + (1)  H+_c0[c0]	AKGt2			
ALAALA_c0	=	Cytosol_0	SO_2217	D-alanine:D-alanine ligase (ADP-forming)_c0				(1)  cpd00002[c0] + (2)  cpd00117[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00731[c0]	(1)  ATP_c0[c0] + (2)  D-Alanine_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Ala-Ala_c0[c0]				
ALAD-L_c0	>	Cytosol_0	SO_2304	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00035[c0] => (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Alanine_c0[c0] => (1)  NADH_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  nh4_c0[c0]				
ALAR_c0	=	Cytosol_0	SO_3916	alanine racemase_c0		0		(1)  cpd00035[c0] <=> (1)  cpd00117[c0]	(1)  L-Alanine_c0[c0] <=> (1)  D-Alanine_c0[c0]	ALAR	R00401	D-Alanine metabolism	ALADEG-PWY|ALANINE-DEG|ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY0-1061
ALAT4_c0	>	Cytosol_0	(SO_3541 or SO_0858 or SO_3063)	CustomReaction_c0				(1)  cpd00035[e0] + (1)  na1_e0[e0] => (1)  cpd00035[c0] + (1)  na1_c0[c0]	(1)  L-Alanine_e0[e0] + (1)  na1_e0[e0] => (1)  L-Alanine_c0[c0] + (1)  na1_c0[c0]				
ALATA-D2_c0	>	Cytosol_0	SO_3471	CustomReaction_c0				(1)  cpd00117[c0] + (1)  pydx5p_c0[c0] => (1)  cpd00020[c0] + (1)  pyam5p_c0[c0]	(1)  D-Alanine_c0[c0] + (1)  pydx5p_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  pyam5p_c0[c0]				
ALATA-L_c0	=	Cytosol_0	SO_2483	L-Alanine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00035[c0] <=> (1)  cpd00020[c0] + (1)  cpd00023[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Alanine_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  L-Glutamate_c0[c0]	ALATA_L	R00258	Alanine, aspartate and glutamate metabolism|Carbon fixation in photosynthetic organisms	ALACAT2-PWY|ALANINE-DEG|ALANINE-DEG3-PWY|ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|Fermentation|IND-AMINO-ACID-SYN|PROPFERM-PWY|PWY0-1061|Pyruvate-Degradation
ALATA-L2_c0	>	Cytosol_0	SO_3471	CustomReaction_c0				(1)  cpd00035[c0] + (1)  pydx5p_c0[c0] => (1)  cpd00020[c0] + (1)  pyam5p_c0[c0]	(1)  L-Alanine_c0[c0] + (1)  pydx5p_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  pyam5p_c0[c0]				
ALATRS_c0	>	Cytosol_0	SO_3428	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00035[c0] + (1)  cpd11906[c0] => (1)  alatrna_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0]	(1)  ATP_c0[c0] + (1)  L-Alanine_c0[c0] + (1)  tRNA(Ala) _c0[c0] => (1)  alatrna_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0]				
ALA-DT4_c0	>	Cytosol_0	(SO_3541 or SO_0858 or SO_3063)	CustomReaction_c0				(1)  cpd00117[e0] + (1)  na1_e0[e0] => (1)  cpd00117[c0] + (1)  na1_c0[c0]	(1)  D-Alanine_e0[e0] + (1)  na1_e0[e0] => (1)  D-Alanine_c0[c0] + (1)  na1_c0[c0]				
ALCD2X_c0	=	Cytosol_0	SO_2136	ethanol:NAD+ oxidoreductase_c0		5.78		(1)  cpd00003[c0] + (1)  cpd00363[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0]	(1)  NAD_c0[c0] + (1)  Ethanol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Acetaldehyde_c0[c0]	ADH1	R00754	Glycolysis / Gluconeogenesis	Alcohol-Degradation|Biosynthesis|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PWY66-21|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
ALDD2X_c0	>	Cytosol_0	SO_4480	Acetaldehyde:NAD+ oxidoreductase_c0		-11.99		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00071[c0] => (1)  cpd00004[c0] + (1)  cpd00029[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Acetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (1)  Acetate_c0[c0] + (2)  H+_c0[c0]	ALD2	R00710	Glycolysis / Gluconeogenesis|Pyruvate metabolism	Alcohol-Degradation|Degradation|Ethanol-Degradation|PWY66-161|PWY66-162|PWY66-21
AMAA_c0	>	Cytosol_0	SO_0600	CustomReaction_c0				(1)  acmama_c0[c0] + (1)  cpd00001[c0] => (1)  cpd00035[c0] + (1)  cpd03485[c0]	(1)  acmama_c0[c0] + (1)  H2O_c0[c0] => (1)  L-Alanine_c0[c0] + (1)  N-Acetyl-D-muramoate_c0[c0]				
AMALT1_c0	>	Cytosol_0	SO_1493	CustomReaction_c0				(1)  cpd00179[c0] + (1)  malttr_c0[c0] => (1)  cpd00027[c0] + (1)  cpd01399[c0]	(1)  Maltose_c0[c0] + (1)  malttr_c0[c0] => (1)  D-Glucose_c0[c0] + (1)  Maltotetraose_c0[c0]				
AMALT2_c0	>	Cytosol_0	SO_1493	Amylomaltase (maltotetraose)_c0		0		(1)  cpd00179[c0] + (1)  cpd01399[c0] => (1)  cpd00027[c0] + (1)  cpd15495[c0]	(1)  Maltose_c0[c0] + (1)  Maltotetraose_c0[c0] => (1)  D-Glucose_c0[c0] + (1)  Maltopentaose_c0[c0]	AMALT2			
AMALT3_c0	>	Cytosol_0	SO_1493	Amylomaltase (maltopentaose)_c0		0		(1)  cpd00179[c0] + (1)  cpd15495[c0] => (1)  cpd00027[c0] + (1)  cpd01329[c0]	(1)  Maltose_c0[c0] + (1)  Maltopentaose_c0[c0] => (1)  D-Glucose_c0[c0] + (1)  Maltohexaose_c0[c0]	AMALT3			
AMALT4_c0	>	Cytosol_0	SO_1493	Amylomaltase (maltohexaose)_c0		0		(1)  cpd00179[c0] + (1)  cpd01329[c0] => (1)  cpd00027[c0] + (1)  cpd15494[c0]	(1)  Maltose_c0[c0] + (1)  Maltohexaose_c0[c0] => (1)  D-Glucose_c0[c0] + (1)  Maltoheptaose_c0[c0]	AMALT4			
AMAOT_c0	=	Cytosol_0	SO_2741	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase_c0	2.6.1.62	2.46		(1)  cpd00017[c0] + (1)  cpd00800[c0] <=> (1)  cpd00764[c0] + (1)  cpd02701[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  8-Amino-7-oxononanoate_c0[c0] <=> (1)  7-8-Diaminononanoate_c0[c0] + (1)  S-Adenosyl-4-methylthio-2-oxobutanoate_c0[c0]	AMAOT	R03231	Biotin metabolism	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
AMMQT7-2_c0	>	Cytosol_0	SO_4199	CustomReaction_c0				(1)  cpd00017[c0] + (1)  cpd11425[c0] => (1)  ahcys_c0[c0] + (1)  cpd00067[c0] + (1)  cpd11606[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  2dmmq7_c0[c0] => (1)  ahcys_c0[c0] + (1)  H+_c0[c0] + (1)  Menaquinone 7_c0[c0]				
AMMQT7-3_c0	>	Cytosol_0	Unknown	CustomReaction_c0				(1)  cpd00017[c0] + (1)  cpd11606[c0] => (1)  ahcys_c0[c0] + (1)  cpd00067[c0] + (1)  cpd17027[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Menaquinone 7_c0[c0] => (1)  ahcys_c0[c0] + (1)  H+_c0[c0] + (1)  methylmenaquinone 7_c0[c0]				
AMPMS_c0	>	Cytosol_0	SO_2445	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd02140[c0] => (1)  4ampm_c0[c0] + (2)  cpd00047[c0] + (4)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  AIR_c0[c0] => (1)  4ampm_c0[c0] + (2)  Formate_c0[c0] + (4)  H+_c0[c0]				
ANPRT_c0	>	Cytosol_0	SO_3021	CustomReaction_c0				(1)  cpd00093[c0] + (1)  cpd00103[c0] => (1)  cpd00012[c0] + (1)  pran_c0[c0]	(1)  Anthranilate_c0[c0] + (1)  PRPP_c0[c0] => (1)  PPi_c0[c0] + (1)  pran_c0[c0]				
ANS1_c0	>	Cytosol_0	(SO_3019 and SO_3020)	Chorismate pyruvate-lyase (amino-accepting)_c0		-44.16		(1)  cpd00053[c0] + (1)  cpd00216[c0] => (1)  cpd00020[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd00093[c0]	(1)  L-Glutamine_c0[c0] + (1)  Chorismate_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0] + (1)  Anthranilate_c0[c0]	ANS	R00986	Phenylalanine, tyrosine and tryptophan biosynthesis	ALKALOIDS-SYN|ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
AOXS_c0	=	Cytosol_0	SO_2739	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)_c0		2.16		(1)  cpd00035[c0] + (1)  cpd00067[c0] + (1)  cpd00782[c0] <=> (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd00800[c0]	(1)  L-Alanine_c0[c0] + (1)  H+_c0[c0] + (1)  Pimeloyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  CO2_c0[c0] + (1)  8-Amino-7-oxononanoate_c0[c0]	AOXS	R03210	Biotin metabolism	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
AP4AH_c0	>	Cytosol_0	SO_3641	CustomReaction_c0				(1)  ap4a_c0[c0] + (1)  cpd00001[c0] => (2)  cpd00008[c0] + (2)  cpd00067[c0]	(1)  ap4a_c0[c0] + (1)  H2O_c0[c0] => (2)  ADP_c0[c0] + (2)  H+_c0[c0]				
AP5AH_c0	>	Cytosol_0	SO_3641	CustomReaction_c0				(1)  ap5a_c0[c0] + (1)  cpd00001[c0] => (1)  cpd00002[c0] + (1)  cpd00008[c0] + (2)  cpd00067[c0]	(1)  ap5a_c0[c0] + (1)  H2O_c0[c0] => (1)  ATP_c0[c0] + (1)  ADP_c0[c0] + (2)  H+_c0[c0]				
APRAUR_c0	<	Cytosol_0	SO_3469	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase_c0	1.1.1.193	3.14		(1)  cpd00006[c0] + (1)  cpd02720[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00931[c0]	(1)  NADP_c0[c0] + (1)  5-Amino-6--5-phosphoribitylaminouracil_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  5-Amino-6--5-phosphoribosylaminouracil_c0[c0]	APRAUR	R03458	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
ARGABC_c0	>	Cytosol_0	(SO_1044 and SO_1043 and SO_1042)	ATP phosphohydrolase (polar-amino-acid-importing)_c0	TC-3.A.1.3	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00051[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00051[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Arginine_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Arginine_c0[c0] + (1)  H+_c0[c0]	ARGabc			
ARGDC_c0	>	Cytosol_0	SO_1870	L-arginine carboxy-lyase (agmatine-forming)_c0		-3.09		(1)  cpd00051[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00152[c0]	(1)  L-Arginine_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  Agmatine_c0[c0]	ARGDC	R00566	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGDEG-III-PWY|ARGDEG-PWY|ARGININE-DEG|Acid-Resistance|Amino-Acid-Degradation|Biosynthesis|Degradation|Detoxification|ORNARGDEG-PWY|POLYAMINSYN3-PWY|POLYAMSYN-PWY|PWY0-1299|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis|Spermidine-Biosynthesis
ARGSL_c0	=	Cytosol_0	SO_0279	CustomReaction_c0				(1)  argsuc_c0[c0] <=> (1)  cpd00051[c0] + (1)  cpd00106[c0]	(1)  argsuc_c0[c0] <=> (1)  L-Arginine_c0[c0] + (1)  Fumarate_c0[c0]				
ARGSS_c0	>	Cytosol_0	SO_0278	CustomReaction_c0				(1)  citrl_c0[c0] + (1)  cpd00002[c0] + (1)  cpd00041[c0] => (1)  argsuc_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  citrl_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Aspartate_c0[c0] => (1)  argsuc_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0]				
ARGTRS_c0	>	Cytosol_0	SO_4123	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00051[c0] + (1)  cpd11907[c0] => (1)  argtrna_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0]	(1)  ATP_c0[c0] + (1)  L-Arginine_c0[c0] + (1)  tRNA(Arg) _c0[c0] => (1)  argtrna_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0]				
ARSRD2_c0	>	Cytosol_0	(SO_2871 or SO_0533 or SO_2745)	CustomReaction_c0				(2)  cpd00067[c0] + (1)  cpd01048[c0] + (2)  gthrd_c0[c0] => (1)  cpd00001[c0] + (1)  cpd00111[c0] + (1)  cpd04098[c0]	(2)  H+_c0[c0] + (1)  Arsenate_c0[c0] + (2)  gthrd_c0[c0] => (1)  H2O_c0[c0] + (1)  Oxidized glutathione_c0[c0] + (1)  Arsenite_c0[c0]				
ARST_c0	=	Cytosol_0	SO_1052	Arsenite transp or ter_c0		0		(1)  cpd00067[e0] + (1)  cpd01048[e0] <=> (1)  cpd00067[c0] + (1)  cpd01048[c0]	(1)  H+_e0[e0] + (1)  Arsenate_e0[e0] <=> (1)  H+_c0[c0] + (1)  Arsenate_c0[c0]	ARSt			
ARST1_c0	>	Cytosol_0	SO_0534	arsenite transp or ter via unip or t_c0		0		(1)  cpd04098[c0] => (1)  cpd04098[e0]	(1)  Arsenite_c0[c0] => (1)  Arsenite_e0[e0]	ARSt1			
ASAD_c0	=	Cytosol_0	SO_3070	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00346[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01977[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-Phospho-L-aspartate_c0[c0]	ASAD	R02291	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P101-PWY|P4-PWY|PWY0-781|Polyamine-Biosynthesis|Spermidine-Biosynthesis|THREONINE-BIOSYNTHESIS|THRESYN-PWY
ASNN_c0	>	Cytosol_0	(SO_2115 or SO_2421)	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00132[c0] => (1)  cpd00041[c0] + (1)  nh4_c0[c0]	(1)  H2O_c0[c0] + (1)  L-Asparagine_c0[c0] => (1)  L-Aspartate_c0[c0] + (1)  nh4_c0[c0]				
ASNS1_c0	>	Cytosol_0	(SO_3175 or SO_2767)	L-aspartate:L-glutamine amido-ligase (AMP-forming)_c0		-27.3		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00041[c0] + (1)  cpd00053[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd00132[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Aspartate_c0[c0] + (1)  L-Glutamine_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Asparagine_c0[c0]	ASN1	R00578	Alanine, aspartate and glutamate metabolism|Nitrogen metabolism	ASPARAGINE-BIOSYNTHESIS|ASPARAGINE-SYN|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-1325
